LABID,YEAR,SEROTYPE,MLST,PBP1a,PBP2b,PBP2x,PEN,AMO,MER,TAX,CFT,CFX
2012221546,2012,33F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221577,2012,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221583,2012,19A,695,8,0,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221960,2012,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012222280,2012,19F,271,13,14,115,MIC = 8,MIC > 8,MIC = 1,MIC = 8,MIC = 8,MIC > 2
2012222439,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222455,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222457,2012,22F,10226,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222470,2012,22F,433,1,2,59,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222473,2012,15B,10721,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222475,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222486,2012,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222487,2012,06C,490,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222537,2012,15A,10764,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012222918,2012,19A,6741,17,15,22,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2012223303,2012,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012223309,2012,15B,10161,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012224310,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224315,2012,8,1268,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224830,2012,21,193,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224843,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224849,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012224855,2012,21,432,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224859,2012,11A,3276,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224861,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012224867,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224878,2012,19A,320,13,11,16,MIC = 8,MIC > 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2012224883,2012,3,1220,62,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224889,2012,33F,9029,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224892,2012,15B,162,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224895,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224898,2012,6C,639,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012224918,2012,06C,1092,6,7,8,MIC = 1,MIC = 1,MIC = 0.25,MIC = 0.5,MIC <= 0.5,MIC = 2
2012225591,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012225592,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012225593,2012,23B,439,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012225708,2012,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012225724,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012225750,2012,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013023421,2013,22F,10165,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013024470,2013,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013200976,2012,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201122,2012,18C,496,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201129,2012,35B,558,4,7,7,MIC = 1,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2013201223,2012,15B,199,1,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201224,2012,15A,63,24,73,114,MIC = 0.5,MIC = 1,MIC = 0.25,MIC = 0.5,MIC = 1,MIC > 2
2013201331,2012,15B,608,2,12,2,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201333,2012,15C,7479,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.25,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013201623,2012,16F,1840,0,10,14,MIC = 0.12,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201625,2012,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201628,2012,15C,3280,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013201709,2012,7A/7F,1176,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013201713,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202258,2012,10A,97,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013202261,2012,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202263,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2013202265,2012,23B,1847,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202396,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202610,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202621,2012,15C,199,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202624,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202641,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013202648,2012,23A,338,0,1,1,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013205714,2012,21,3280,7,8,9,MIC = 0.5,MIC = 0.5,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013205724,2012,06C,1692,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013205799,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013205805,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013205806,2012,23B,162,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013205808,2012,16F,10170,9,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206197,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206201,2012,15A,63,24,27,28,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC = 1
2013206212,2012,19A,1673,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206215,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206289,2012,23B,1847,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206298,2012,23B,439,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206354,2012,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 0.5,MIC = 0.5,MIC = 1,MIC > 2
2013206355,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206358,2012,10A,97,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013206373,2012,15B,10161,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013206378,2012,15A,3811,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013207630,2012,09N,1257,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013207647,2012,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013207668,2012,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013207681,2012,19A,10722,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208464,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2013208476,2012,23A,1839,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208478,2012,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208482,2012,16F,10148,0,10,14,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2013208489,2012,15C,200,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208490,2012,15B,199,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208500,2012,19A,1451,13,11,16,MIC = 4,MIC > 8,MIC > 1,MIC = 2,MIC = 2,MIC > 2
2013208509,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208517,2012,35F,498,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208522,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208527,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208535,2012,15B,1262,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208536,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208537,2012,38,393,2,4,41,MIC <= 0.03,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208538,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208554,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2013208587,2012,15B,346,20,18,35,MIC = 0.5,MIC = 0.5,MIC = 0.12,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2013208592,2012,23A,338,0,1,1,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013208713,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208721,2012,23B,33,12,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208723,2012,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 0.5,MIC = 0.5,MIC <= 0.5,MIC > 2
2013208734,2012,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208749,2012,15B,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013208751,2012,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209049,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209063,2012,22F,433,1,2,59,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209079,2012,19A,1451,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2013209090,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209097,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2013209113,2012,23B,439,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209129,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209135,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013209148,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210857,2012,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210858,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210866,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210876,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210881,2012,19A,199,18,37,8,MIC = 1,MIC = 8,MIC = 1,MIC = 0.5,MIC = 1,MIC > 2
2013210885,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210908,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013210938,2013,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211290,2012,11A,62,2,6,10,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211307,2012,15A,63,24,27,109,MIC = 0.5,MIC = 0.25,MIC = 0.12,MIC = 0.5,MIC <= 0.5,MIC = 2
2013211370,2013,23B,1373,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211396,2012,19A,199,0,29,11,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211404,2012,19A,695,8,0,11,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211414,2012,23A,338,19,1,24,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2013211429,2012,19F,654,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211431,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211433,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211438,2012,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211441,2012,09N,632,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211698,2012,10A,97,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211701,2012,8,1480,63,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211710,2012,06A,10723,0,39,80,MIC = 0.25,MIC = 0.25,MIC = 0.12,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2013211724,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211739,2012,19A,695,8,0,11,MIC = 0.12,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211743,2012,19A,695,8,0,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013211747,2012,06C,639,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212244,2012,09N,66,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212247,2012,6C,138,21,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212277,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212293,2012,06C,473,1,4,21,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212446,2012,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC <= 0.5,MIC > 2
2013212454,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212457,2012,19A,667,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212823,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212825,2012,35B,558,4,7,7,MIC = 1,MIC = 2,MIC = 0.5,MIC = 0.5,MIC = 1,MIC > 2
2013212827,2012,22F,10164,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212843,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212860,2012,23A,338,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013212863,2012,31,1111,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212880,2012,23B,1847,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212897,2012,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013212937,2013,19A,320,13,11,16,MIC = 8,MIC > 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2013212957,2013,22F,10165,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213343,2013,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2013213344,2013,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213388,2012,19F,236,13,16,47,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC <= 0.5,MIC > 2
2013213407,2012,3,180,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213707,2013,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 0.5,MIC = 1,MIC > 2
2013213726,2013,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213738,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213837,2013,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213851,2013,12F,10171,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213945,2012,16F,995,9,4,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013213977,2013,19A,667,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214076,2013,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214718,2013,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2013214720,2013,23B,1373,0,1,1,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214876,2013,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214880,2013,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214882,2013,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214888,2013,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013214893,2013,23B,1373,21,1,1,MIC = 0.25,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2013215208,2013,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2013215464,2012,7C,1797,2,4,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
